iter	Accuracy	Logloss
421	0.7987152034	0.4764116374
422	0.7987152034	0.4763220881
423	0.7987152034	0.4761038792
424	0.7987152034	0.4757792357
425	0.7965738758	0.4755616639
426	0.7987152034	0.4754254607
427	0.7987152034	0.4751794542
428	0.800856531	0.4750561663
429	0.800856531	0.4748202102
430	0.7987152034	0.4746936866
431	0.800856531	0.4745123682
432	0.800856531	0.4742745109
433	0.800856531	0.4741149268
434	0.800856531	0.4739990517
435	0.800856531	0.4738290975
436	0.800856531	0.4735457796
437	0.800856531	0.4734300309
438	0.800856531	0.4732372855
439	0.800856531	0.4731574464
440	0.800856531	0.472932923
441	0.800856531	0.4726809173
442	0.8029978587	0.4724885469
443	0.8029978587	0.4724406284
444	0.8029978587	0.4722047716
445	0.8029978587	0.4720293326
446	0.8029978587	0.471887717
447	0.8029978587	0.4717668262
448	0.8029978587	0.4715121657
449	0.8029978587	0.471448058
450	0.800856531	0.4712630506
451	0.800856531	0.4710104084
452	0.800856531	0.4707964396
453	0.800856531	0.4705282452
454	0.800856531	0.4704090997
455	0.7987152034	0.4703295438
456	0.800856531	0.4702071274
457	0.7987152034	0.4700757729
458	0.7987152034	0.4698744816
459	0.7987152034	0.4696985815
460	0.800856531	0.4693377208
461	0.800856531	0.4692422896
462	0.800856531	0.469148599
463	0.800856531	0.4691024719
464	0.800856531	0.4689796103
465	0.800856531	0.4688282186
466	0.800856531	0.4687204699
467	0.800856531	0.4684932993
468	0.800856531	0.4684357932
469	0.800856531	0.4682181139
470	0.800856531	0.4679855321
471	0.800856531	0.4678175502
472	0.800856531	0.4676186911
473	0.800856531	0.4674195567
474	0.800856531	0.4672773756
475	0.800856531	0.4671373019
476	0.800856531	0.4667563408
477	0.8029978587	0.4665634207
478	0.8029978587	0.4662876878
479	0.8029978587	0.4660496986
480	0.8029978587	0.4658954311
481	0.8029978587	0.4656614421
482	0.8029978587	0.4655150801
483	0.8029978587	0.465029955
484	0.8029978587	0.4649058343
485	0.8029978587	0.4647177041
486	0.8029978587	0.4644604626
487	0.8029978587	0.4643551153
488	0.800856531	0.464238211
489	0.800856531	0.4640876053
490	0.8029978587	0.4639341684
491	0.8029978587	0.4637545605
492	0.8051391863	0.4635984388
493	0.8051391863	0.4634096426
494	0.8051391863	0.4633084194
495	0.8051391863	0.4632068604
496	0.8051391863	0.463011987
497	0.8051391863	0.4628796494
498	0.8029978587	0.462650186
499	0.8029978587	0.4624422819
500	0.8029978587	0.4622321083
501	0.8051391863	0.4620207352
502	0.8051391863	0.4618255182
503	0.8051391863	0.4616690216
504	0.8051391863	0.4613684352
505	0.8072805139	0.4611554009
506	0.8072805139	0.4610638755
507	0.8072805139	0.461003143
508	0.8072805139	0.4607309765
509	0.8072805139	0.4605219394
510	0.8094218415	0.4603718501
511	0.8094218415	0.4601120303
512	0.8094218415	0.4598385066
513	0.8094218415	0.4596833491
514	0.8094218415	0.4596416442
515	0.8094218415	0.4594466155
516	0.8094218415	0.4592331268
517	0.8115631692	0.4590879563
518	0.8115631692	0.4588544407
519	0.8115631692	0.4587286741
520	0.8094218415	0.4584171491
521	0.8094218415	0.4581876781
522	0.8094218415	0.4579937339
523	0.8094218415	0.4577735266
524	0.8115631692	0.4576619571
525	0.8115631692	0.4575448047
526	0.8115631692	0.4574436937
527	0.8115631692	0.4572613579
528	0.8115631692	0.4569410621
529	0.8115631692	0.4568075583
530	0.8115631692	0.4566489077
531	0.8115631692	0.4564851193
532	0.8115631692	0.4563380197
533	0.8115631692	0.456092777
534	0.8094218415	0.4558683074
535	0.8094218415	0.4556989996
536	0.8094218415	0.4554040355
537	0.8094218415	0.4550785091
538	0.8094218415	0.4548564696
539	0.8094218415	0.4545441391
540	0.8094218415	0.4543132518
541	0.8094218415	0.4542130261
542	0.8094218415	0.4540937352
543	0.8094218415	0.4539838499
544	0.8115631692	0.4538516409
545	0.8094218415	0.4536033175
546	0.8115631692	0.4534281067
547	0.8115631692	0.4531658704
548	0.8115631692	0.4528732116
549	0.8115631692	0.4528419126
550	0.8115631692	0.4527054143
551	0.8115631692	0.45263176
552	0.8115631692	0.4524901389
553	0.8115631692	0.4524045159
554	0.8115631692	0.4522496478
555	0.8115631692	0.4519753037
556	0.8115631692	0.4519299807
557	0.8115631692	0.4518264561
558	0.8115631692	0.4517110047
559	0.8115631692	0.4516015542
560	0.8115631692	0.4514888543
561	0.8137044968	0.4513209144
562	0.8137044968	0.4512452145
563	0.8137044968	0.4509818313
564	0.8137044968	0.4506839058
565	0.8137044968	0.4505211616
566	0.8137044968	0.4504188542
567	0.8115631692	0.4503409372
568	0.8115631692	0.4502643048
569	0.8137044968	0.4501613649
570	0.8137044968	0.4500724009
571	0.8137044968	0.4496590356
572	0.8137044968	0.4493886084
573	0.8137044968	0.4488734633
574	0.8158458244	0.4487777083
575	0.8137044968	0.4486695137
576	0.8137044968	0.4485681923
577	0.8158458244	0.4484089578
578	0.8158458244	0.4482467572
579	0.8158458244	0.4480921839
580	0.8158458244	0.4479544609
581	0.8158458244	0.4478215271
582	0.8158458244	0.4476506401
583	0.8158458244	0.4475343078
584	0.8158458244	0.4474199399
585	0.8158458244	0.4472096533
586	0.817987152	0.4470060702
587	0.817987152	0.4468189171
588	0.817987152	0.4466639584
589	0.817987152	0.4465650239
590	0.8158458244	0.4463681627
591	0.8158458244	0.4462026683
592	0.8158458244	0.4458167788
593	0.817987152	0.4457225111
594	0.817987152	0.445380602
595	0.817987152	0.4452087018
596	0.817987152	0.4449254232
597	0.817987152	0.4446958495
598	0.817987152	0.4443187575
599	0.817987152	0.4440422338
600	0.817987152	0.4438117724
601	0.817987152	0.4436170564
602	0.817987152	0.4433943679
603	0.817987152	0.4431461952
604	0.817987152	0.4430237602
605	0.817987152	0.4428742376
606	0.8158458244	0.4427675582
607	0.8158458244	0.442675336
608	0.8158458244	0.4424205408
609	0.817987152	0.4421953687
610	0.8158458244	0.4420208889
611	0.8158458244	0.4418304751
612	0.8158458244	0.4417452553
613	0.817987152	0.4413377035
614	0.8158458244	0.4408902491
615	0.8158458244	0.4407448599
616	0.8158458244	0.4405645624
617	0.8158458244	0.4403910001
618	0.817987152	0.4402293236
619	0.8158458244	0.4401563583
620	0.8158458244	0.4399930025
621	0.8158458244	0.4397287341
622	0.8158458244	0.4395904915
623	0.817987152	0.4394494603
624	0.817987152	0.4390834464
625	0.817987152	0.4388880408
626	0.8201284797	0.4388035454
627	0.8201284797	0.4387435998
628	0.8201284797	0.4385682672
629	0.8201284797	0.4383839944
630	0.8201284797	0.4381390668
631	0.8201284797	0.4380233987
632	0.8201284797	0.4378345634
633	0.8201284797	0.4376763107
634	0.8201284797	0.4375014705
635	0.8222698073	0.4372446513
636	0.8222698073	0.4369630908
637	0.8222698073	0.4368040675
638	0.8222698073	0.4366633815
639	0.8222698073	0.4364638591
640	0.8222698073	0.436341488
641	0.8222698073	0.4363078795
642	0.8222698073	0.4361147391
643	0.8222698073	0.435840196
644	0.8222698073	0.4357556872
645	0.8222698073	0.435619437
646	0.8222698073	0.4354778184
647	0.8222698073	0.435276345
648	0.8222698073	0.4350852225
649	0.8222698073	0.4347171623
650	0.8222698073	0.4346076352
651	0.8222698073	0.4345332123
652	0.8222698073	0.4344487065
653	0.8222698073	0.434310369
654	0.8222698073	0.4339820537
655	0.8222698073	0.4338714903
656	0.8222698073	0.4337774047
657	0.8222698073	0.4336797402
658	0.8222698073	0.4335896552
659	0.8222698073	0.4333575024
660	0.8244111349	0.4331452687
661	0.8244111349	0.4329792118
662	0.8244111349	0.4325981849
663	0.8244111349	0.4324686135
664	0.8244111349	0.4320906493
665	0.8244111349	0.4318637069
666	0.8244111349	0.4317830786
667	0.8244111349	0.431681363
668	0.8244111349	0.4314646202
669	0.8244111349	0.4313158971
670	0.8244111349	0.4310915221
671	0.8244111349	0.4309182184
672	0.8244111349	0.4305246082
673	0.8244111349	0.4304254196
674	0.8244111349	0.4302395822
675	0.8244111349	0.4300564118
676	0.8244111349	0.4298479251
677	0.8244111349	0.4295759909
678	0.8265524625	0.4293639029
679	0.8265524625	0.4292900782
680	0.8244111349	0.4290690333
681	0.8244111349	0.4289642942
682	0.8244111349	0.4288782258
683	0.8244111349	0.4287512414
684	0.8244111349	0.4286123905
685	0.8244111349	0.4284091345
686	0.8265524625	0.4280605013
687	0.8265524625	0.4278798332
688	0.8265524625	0.4277779834
689	0.8265524625	0.4276621772
690	0.8265524625	0.4275113411
691	0.8265524625	0.4273316981
692	0.8286937901	0.4271155555
693	0.8265524625	0.4268721684
694	0.8265524625	0.4267074792
695	0.8265524625	0.4265945575
696	0.8265524625	0.4264308524
697	0.8265524625	0.4261995426
698	0.8286937901	0.4260678959
699	0.8286937901	0.4257104732
700	0.8286937901	0.4256322313
701	0.8308351178	0.4254588337
702	0.8308351178	0.4254251419
703	0.8308351178	0.4253356641
704	0.8308351178	0.4249756451
705	0.8329764454	0.4247739029
706	0.8329764454	0.4246909716
707	0.8329764454	0.4245214702
708	0.835117773	0.4242932239
709	0.835117773	0.4241511362
710	0.835117773	0.4239594605
711	0.835117773	0.423907481
712	0.835117773	0.4237368546
713	0.835117773	0.423577812
714	0.835117773	0.4234079469
715	0.835117773	0.4232550187
716	0.835117773	0.4231412341
717	0.835117773	0.422858461
718	0.835117773	0.4227447126
719	0.835117773	0.4226620768
720	0.835117773	0.4225254808
721	0.835117773	0.4224320489
722	0.835117773	0.422166817
723	0.835117773	0.4217923934
724	0.835117773	0.4216546481
725	0.835117773	0.4216266322
726	0.835117773	0.421440474
727	0.835117773	0.4211338952
728	0.835117773	0.4209719552
729	0.835117773	0.4209266688
730	0.835117773	0.4207668483
731	0.835117773	0.4206011782
732	0.835117773	0.4204587372
733	0.835117773	0.4201659654
734	0.835117773	0.4199763016
735	0.835117773	0.4197699137
736	0.8372591006	0.4194795266
737	0.8372591006	0.4193267907
738	0.8372591006	0.4191782166
739	0.8372591006	0.4190470285
740	0.8372591006	0.4189240626
741	0.8372591006	0.4187628449
742	0.8394004283	0.4184852739
743	0.8394004283	0.4183201698
744	0.8372591006	0.4182506676
745	0.8394004283	0.4180892753
746	0.8394004283	0.4180157523
747	0.8394004283	0.4177842963
748	0.8394004283	0.4175800052
749	0.8394004283	0.4174066339
750	0.8415417559	0.417237457
751	0.8415417559	0.4170323719
752	0.8415417559	0.4168999892
753	0.8415417559	0.4167690984
754	0.8415417559	0.4166322453
755	0.8415417559	0.4165569099
756	0.8415417559	0.4163212095
757	0.8415417559	0.4162012997
758	0.8415417559	0.4158641809
759	0.8415417559	0.4157294293
760	0.8415417559	0.4155436019
761	0.8415417559	0.4153535054
762	0.8436830835	0.4152082196
763	0.8415417559	0.4150312184
764	0.8415417559	0.4148459728
765	0.8415417559	0.4147633006
766	0.8415417559	0.4145909905
767	0.8415417559	0.4144174072
768	0.8415417559	0.4142945948
769	0.8436830835	0.4141661393
770	0.8415417559	0.413896444
771	0.8415417559	0.4138035829
772	0.8436830835	0.4136873826
773	0.8436830835	0.4135510641
774	0.8436830835	0.4134406826
775	0.8436830835	0.4133377467
776	0.8436830835	0.4132542649
777	0.8436830835	0.4130266347
778	0.8436830835	0.4128636463
779	0.8436830835	0.4126408579
780	0.8436830835	0.4121949107
781	0.8436830835	0.4120499818
782	0.8436830835	0.411931639
783	0.8436830835	0.4117860736
784	0.8436830835	0.4115885532
785	0.8436830835	0.4112210218
786	0.8436830835	0.4110572145
787	0.8436830835	0.4109396956
788	0.8436830835	0.4107309657
789	0.8436830835	0.4105345207
790	0.8436830835	0.410397982
791	0.8458244111	0.4099225757
792	0.8458244111	0.4096774571
793	0.8458244111	0.4096500156
794	0.8436830835	0.4095326101
795	0.8436830835	0.4094059445
796	0.8436830835	0.4092326709
797	0.8436830835	0.4090658533
798	0.8436830835	0.4089300753
799	0.8436830835	0.4087680354
800	0.8436830835	0.408432786
801	0.8436830835	0.4081377762
802	0.8436830835	0.4081053214
803	0.8436830835	0.4079958617
804	0.8436830835	0.4078721167
805	0.8436830835	0.4076771139
806	0.8436830835	0.4073956282
807	0.8458244111	0.4072700561
808	0.8436830835	0.4070196914
809	0.8458244111	0.4068605783
810	0.8436830835	0.4065315856
811	0.8436830835	0.4063125693
812	0.8436830835	0.406073598
813	0.8436830835	0.4058181036
814	0.8436830835	0.4057732464
815	0.8436830835	0.4057420982
816	0.8436830835	0.4055763248
817	0.8436830835	0.4051892926
818	0.8458244111	0.4049840544
819	0.8458244111	0.4048189886
820	0.8458244111	0.4046780211
821	0.8458244111	0.4044775153
822	0.8458244111	0.4043367575
823	0.8458244111	0.404175107
824	0.8458244111	0.4039274662
825	0.8458244111	0.4036390097
826	0.8458244111	0.4035698598
827	0.8458244111	0.4034050669
828	0.8458244111	0.4031550121
829	0.8479657388	0.4029562227
830	0.8479657388	0.4026765396
831	0.8479657388	0.4024808992
832	0.8479657388	0.4024121391
833	0.8479657388	0.4022294378
834	0.8501070664	0.4020151788
835	0.8479657388	0.4018933819
836	0.8479657388	0.4017068312
837	0.8479657388	0.4014763813
838	0.8479657388	0.4013458612
839	0.8501070664	0.4012334176
840	0.8479657388	0.4010280743
841	0.8479657388	0.4008346142
842	0.8479657388	0.4006888779
843	0.8479657388	0.4004825943
844	0.8479657388	0.4004280222
845	0.8479657388	0.4002215256
846	0.8501070664	0.3999214352
847	0.8501070664	0.399725472
848	0.8501070664	0.3995870269
849	0.8501070664	0.3993614689
850	0.8501070664	0.3992057995
851	0.8501070664	0.3991420458
852	0.8501070664	0.3989862445
853	0.8501070664	0.3989451087
854	0.8501070664	0.398694827
855	0.8479657388	0.3984449043
856	0.8479657388	0.3981135655
857	0.8479657388	0.3978874756
858	0.8479657388	0.3977464857
859	0.8479657388	0.3975207207
860	0.8479657388	0.3974179989
861	0.8479657388	0.3972210099
862	0.8501070664	0.3971140203
863	0.8501070664	0.396933494
864	0.8501070664	0.3966010398
865	0.852248394	0.3963673816
866	0.852248394	0.3962426204
867	0.852248394	0.3959123222
868	0.852248394	0.3957756626
869	0.852248394	0.3956863125
870	0.852248394	0.3955525112
871	0.852248394	0.3953048756
872	0.852248394	0.394865956
873	0.8543897216	0.3947316096
874	0.8543897216	0.3945314895
875	0.8543897216	0.3943640578
876	0.8543897216	0.3940288998
877	0.8543897216	0.3937792773
878	0.8543897216	0.3935832009
879	0.8543897216	0.393304017
880	0.8543897216	0.3930612877
881	0.8543897216	0.3928356528
882	0.8543897216	0.3925071806
883	0.8543897216	0.3923300543
